"Country or Area","Element","Year","Unit","Value","Value Footnotes"
"Egypt","Share in Agricultural land","1963","%","100.00",""
"Egypt","Share in Agricultural land","1962","%","100.00",""
"Egypt","Share in Agricultural land","1961","%","100.00",""
"Egypt","Share in Land area","2021","%","4.05",""
"Egypt","Share in Land area","2020","%","3.99",""
"Egypt","Share in Land area","2019","%","3.94",""
"Egypt","Share in Land area","2018","%","3.88",""
"Egypt","Share in Land area","2017","%","3.85",""
"Egypt","Share in Land area","2016","%","3.75",""
"Egypt","Share in Land area","2015","%","3.81",""
"Egypt","Share in Land area","2014","%","3.73",""
"Egypt","Share in Land area","2013","%","3.75",""
"Egypt","Share in Land area","2012","%","3.71",""
"Egypt","Share in Land area","2011","%","3.64",""
"Egypt","Share in Land area","2010","%","3.69",""
"Egypt","Share in Land area","2009","%","3.71",""
"Egypt","Share in Land area","2008","%","3.56",""
"Egypt","Share in Land area","2007","%","3.55",""
"Egypt","Share in Land area","2006","%","3.55",""
"Egypt","Share in Land area","2005","%","3.54",""
"Egypt","Share in Land area","2004","%","3.49",""
"Egypt","Share in Land area","2003","%","3.42",""
"Egypt","Share in Land area","2002","%","3.44",""
"Egypt","Share in Land area","2001","%","3.35",""
"Egypt","Share in Land area","2000","%","3.31",""
"Egypt","Share in Land area","1999","%","3.50",""
"Egypt","Share in Land area","1998","%","3.27",""
"Egypt","Share in Land area","1997","%","3.26",""
"Egypt","Share in Land area","1996","%","3.19",""
"Egypt","Share in Land area","1995","%","3.30",""
"Egypt","Share in Land area","1994","%","3.03",""
"Egypt","Share in Land area","1993","%","3.03",""
"Egypt","Share in Land area","1992","%","3.01",""
"Egypt","Share in Land area","1991","%","2.66",""
"Egypt","Share in Land area","1990","%","2.66",""
"Egypt","Share in Land area","1989","%","2.58",""
"Egypt","Share in Land area","1988","%","2.59",""
"Egypt","Share in Land area","1987","%","2.56",""
"Egypt","Share in Land area","1986","%","2.58",""
"Egypt","Share in Land area","1985","%","2.51",""
"Egypt","Share in Land area","1984","%","2.47",""
"Egypt","Share in Land area","1983","%","2.45",""
"Egypt","Share in Land area","1982","%","2.46",""
"Egypt","Share in Land area","1981","%","2.48",""
"Egypt","Share in Land area","1980","%","2.46",""
"Egypt","Share in Land area","1979","%","2.46",""
"Egypt","Share in Land area","1978","%","2.55",""
"Egypt","Share in Land area","1977","%","2.65",""
"Egypt","Share in Land area","1976","%","2.74",""
"Egypt","Share in Land area","1975","%","2.84",""
"Egypt","Share in Land area","1974","%","2.86",""
"Egypt","Share in Land area","1973","%","2.87",""
"Egypt","Share in Land area","1972","%","2.87",""
"Egypt","Share in Land area","1971","%","2.87",""
"Egypt","Share in Land area","1970","%","2.86",""
"Egypt","Share in Land area","1969","%","2.85",""
"Egypt","Share in Land area","1968","%","2.81",""
"Egypt","Share in Land area","1967","%","2.81",""
"Egypt","Share in Land area","1966","%","2.79",""
"Egypt","Share in Land area","1965","%","2.68",""
"Egypt","Share in Land area","1964","%","2.52",""
"Egypt","Share in Land area","1963","%","2.50",""
"Egypt","Share in Land area","1962","%","2.52",""
"Egypt","Share in Land area","1961","%","2.58",""
"Egypt","Area per capita","2021","ha/cap","0.04",""
"Egypt","Area per capita","2020","ha/cap","0.04",""
"Egypt","Area per capita","2019","ha/cap","0.04",""
"Egypt","Area per capita","2018","ha/cap","0.04",""
"Egypt","Area per capita","2017","ha/cap","0.04",""
"Egypt","Area per capita","2016","ha/cap","0.04",""
"Egypt","Area per capita","2015","ha/cap","0.04",""
"Egypt","Area per capita","2014","ha/cap","0.04",""
"Egypt","Area per capita","2013","ha/cap","0.04",""
"Egypt","Area per capita","2012","ha/cap","0.04",""
"Egypt","Area per capita","2011","ha/cap","0.04",""
"Egypt","Area per capita","2010","ha/cap","0.04",""
"Egypt","Area per capita","2009","ha/cap","0.04",""
"Egypt","Area per capita","2008","ha/cap","0.04",""
"Egypt","Area per capita","2007","ha/cap","0.04",""
"Egypt","Area per capita","2006","ha/cap","0.04",""
"Egypt","Area per capita","2005","ha/cap","0.04",""
"Egypt","Area per capita","2004","ha/cap","0.04",""
"Egypt","Area per capita","2003","ha/cap","0.04",""
"Egypt","Area per capita","2002","ha/cap","0.05",""
"Egypt","Area per capita","2001","ha/cap","0.05",""
"Egypt","Area per capita","2000","ha/cap","0.05",""
"Egypt","Area per capita","1999","ha/cap","0.05",""
"Egypt","Area per capita","1998","ha/cap","0.05",""
"Egypt","Area per capita","1997","ha/cap","0.05",""
"Egypt","Area per capita","1996","ha/cap","0.05",""
"Egypt","Area per capita","1995","ha/cap","0.05",""
"Egypt","Area per capita","1994","ha/cap","0.05",""
"Egypt","Area per capita","1993","ha/cap","0.05",""
"Egypt","Area per capita","1992","ha/cap","0.05",""
"Egypt","Area per capita","1991","ha/cap","0.05",""
"Egypt","Area per capita","1990","ha/cap","0.05",""
"Egypt","Area per capita","1989","ha/cap","0.05",""
"Egypt","Area per capita","1988","ha/cap","0.05",""
"Egypt","Area per capita","1987","ha/cap","0.05",""
"Egypt","Area per capita","1986","ha/cap","0.05",""
"Egypt","Area per capita","1985","ha/cap","0.05",""
"Egypt","Area per capita","1984","ha/cap","0.05",""
"Egypt","Area per capita","1983","ha/cap","0.05",""
"Egypt","Area per capita","1982","ha/cap","0.05",""
"Egypt","Area per capita","1981","ha/cap","0.06",""
"Egypt","Area per capita","1980","ha/cap","0.06",""
"Egypt","Area per capita","1979","ha/cap","0.06",""
"Egypt","Area per capita","1978","ha/cap","0.06",""
"Egypt","Area per capita","1977","ha/cap","0.06",""
"Egypt","Area per capita","1976","ha/cap","0.07",""
"Egypt","Area per capita","1975","ha/cap","0.07",""
"Egypt","Area per capita","1974","ha/cap","0.08",""
"Egypt","Area per capita","1973","ha/cap","0.08",""
"Egypt","Area per capita","1972","ha/cap","0.08",""
"Egypt","Area per capita","1971","ha/cap","0.08",""
"Egypt","Area per capita","1970","ha/cap","0.08",""
"Egypt","Area per capita","1969","ha/cap","0.08",""
"Egypt","Area per capita","1968","ha/cap","0.08",""
"Egypt","Area per capita","1967","ha/cap","0.09",""
"Egypt","Area per capita","1966","ha/cap","0.09",""
"Egypt","Area per capita","1965","ha/cap","0.09",""
"Egypt","Area per capita","1964","ha/cap","0.08",""
"Egypt","Area per capita","1963","ha/cap","0.09",""
"Egypt","Area per capita","1962","ha/cap","0.09",""
"Egypt","Area per capita","1961","ha/cap","0.09",""
"El Salvador","Area","2021","1000 ha","881.00",""
"El Salvador","Area","2020","1000 ha","881.00",""
"El Salvador","Area","2019","1000 ha","881.00",""
"El Salvador","Area","2018","1000 ha","881.00",""
"El Salvador","Area","2017","1000 ha","880.50",""
"El Salvador","Area","2016","1000 ha","879.20",""
"El Salvador","Area","2015","1000 ha","877.90",""
"El Salvador","Area","2014","1000 ha","876.60",""
"El Salvador","Area","2013","1000 ha","875.30",""
"El Salvador","Area","2012","1000 ha","874.00",""
"El Salvador","Area","2011","1000 ha","872.70",""
"El Salvador","Area","2010","1000 ha","871.40",""
"El Salvador","Area","2009","1000 ha","870.10",""
"El Salvador","Area","2008","1000 ha","868.80",""
"El Salvador","Area","2007","1000 ha","867.50",""
"El Salvador","Area","2006","1000 ha","838.00",""
"El Salvador","Area","2005","1000 ha","834.60",""
"El Salvador","Area","2004","1000 ha","891.50",""
"El Salvador","Area","2003","1000 ha","860.40",""
"El Salvador","Area","2002","1000 ha","864.30",""
"El Salvador","Area","2001","1000 ha","873.20",""
"El Salvador","Area","2000","1000 ha","877.10",""
"El Salvador","Area","1999","1000 ha","881.00",""
"El Salvador","Area","1998","1000 ha","850.00",""
"El Salvador","Area","1997","1000 ha","816.00",""
"El Salvador","Area","1996","1000 ha","816.00",""
"El Salvador","Area","1995","1000 ha","855.00",""
"El Salvador","Area","1994","1000 ha","854.00",""
"El Salvador","Area","1993","1000 ha","851.00",""
"El Salvador","Area","1992","1000 ha","851.00",""
"El Salvador","Area","1991","1000 ha","828.00",""
"El Salvador","Area","1990","1000 ha","810.00",""
"El Salvador","Area","1989","1000 ha","797.00",""
"El Salvador","Area","1988","1000 ha","797.00",""
"El Salvador","Area","1987","1000 ha","777.00",""
"El Salvador","Area","1986","1000 ha","777.00",""
"El Salvador","Area","1985","1000 ha","757.00",""
"El Salvador","Area","1984","1000 ha","737.00",""
"El Salvador","Area","1983","1000 ha","727.00",""
"El Salvador","Area","1982","1000 ha","731.00",""
"El Salvador","Area","1981","1000 ha","760.00",""
"El Salvador","Area","1980","1000 ha","800.00",""
"El Salvador","Area","1979","1000 ha","790.00",""
"El Salvador","Area","1978","1000 ha","740.00",""
"El Salvador","Area","1977","1000 ha","699.00",""
"El Salvador","Area","1976","1000 ha","690.00",""
"El Salvador","Area","1975","1000 ha","698.00",""
"El Salvador","Area","1974","1000 ha","688.00",""
"El Salvador","Area","1973","1000 ha","678.00",""
"El Salvador","Area","1972","1000 ha","671.00",""
"El Salvador","Area","1971","1000 ha","668.00",""
"El Salvador","Area","1970","1000 ha","625.00",""
"El Salvador","Area","1969","1000 ha","627.00",""
"El Salvador","Area","1968","1000 ha","629.00",""
"El Salvador","Area","1967","1000 ha","635.00",""
"El Salvador","Area","1966","1000 ha","640.00",""
"El Salvador","Area","1965","1000 ha","646.00",""
"El Salvador","Area","1964","1000 ha","650.00",""
"El Salvador","Area","1963","1000 ha","653.00",""
"El Salvador","Area","1962","1000 ha","648.00",""
"El Salvador","Area","1961","1000 ha","648.00",""
"El Salvador","Share in Agricultural land","2021","%","73.68",""
"El Salvador","Share in Agricultural land","2020","%","73.68",""
"El Salvador","Share in Agricultural land","2019","%","73.68",""
"El Salvador","Share in Agricultural land","2018","%","73.68",""
"El Salvador","Share in Agricultural land","2017","%","73.06",""
"El Salvador","Share in Agricultural land","2016","%","72.42",""
"El Salvador","Share in Agricultural land","2015","%","71.78",""
"El Salvador","Share in Agricultural land","2014","%","72.20",""
"El Salvador","Share in Agricultural land","2013","%","71.84",""
"El Salvador","Share in Agricultural land","2012","%","71.51",""
"El Salvador","Share in Agricultural land","2011","%","71.18",""
"El Salvador","Share in Agricultural land","2010","%","70.85",""
"El Salvador","Share in Agricultural land","2009","%","70.53",""
"El Salvador","Share in Agricultural land","2008","%","70.21",""
"El Salvador","Share in Agricultural land","2007","%","69.89",""
"El Salvador","Share in Agricultural land","2006","%","68.86",""
"El Salvador","Share in Agricultural land","2005","%","68.49",""
"El Salvador","Share in Agricultural land","2004","%","69.61",""
"El Salvador","Share in Agricultural land","2003","%","68.57",""
"El Salvador","Share in Agricultural land","2002","%","68.39",""
"El Salvador","Share in Agricultural land","2001","%","68.34",""
"El Salvador","Share in Agricultural land","2000","%","68.17",""
"El Salvador","Share in Agricultural land","1999","%","67.99",""
"El Salvador","Share in Agricultural land","1998","%","66.94",""
"El Salvador","Share in Agricultural land","1997","%","65.75",""
"El Salvador","Share in Agricultural land","1996","%","65.48",""
"El Salvador","Share in Agricultural land","1995","%","66.27",""
"El Salvador","Share in Agricultural land","1994","%","65.98",""
"El Salvador","Share in Agricultural land","1993","%","65.64",""
"El Salvador","Share in Agricultural land","1992","%","65.39",""
"El Salvador","Share in Agricultural land","1991","%","64.50",""
"El Salvador","Share in Agricultural land","1990","%","63.74",""
"El Salvador","Share in Agricultural land","1989","%","63.11",""
"El Salvador","Share in Agricultural land","1988","%","62.85",""
"El Salvador","Share in Agricultural land","1987","%","62.01",""
"El Salvador","Share in Agricultural land","1986","%","61.75",""
"El Salvador","Share in Agricultural land","1985","%","60.89",""
"El Salvador","Share in Agricultural land","1984","%","59.99",""
"El Salvador","Share in Agricultural land","1983","%","59.41",""
"El Salvador","Share in Agricultural land","1982","%","59.30",""
"El Salvador","Share in Agricultural land","1981","%","59.99",""
"El Salvador","Share in Agricultural land","1980","%","60.98",""
"El Salvador","Share in Agricultural land","1979","%","60.44",""
"El Salvador","Share in Agricultural land","1978","%","58.63",""
"El Salvador","Share in Agricultural land","1977","%","57.00",""
"El Salvador","Share in Agricultural land","1976","%","56.45",""
"El Salvador","Share in Agricultural land","1975","%","56.50",""
"El Salvador","Share in Agricultural land","1974","%","55.91",""
"El Salvador","Share in Agricultural land","1973","%","55.32",""
"El Salvador","Share in Agricultural land","1972","%","54.83",""
"El Salvador","Share in Agricultural land","1971","%","54.49",""
"El Salvador","Share in Agricultural land","1970","%","52.60",""
"El Salvador","Share in Agricultural land","1969","%","52.46",""
"El Salvador","Share in Agricultural land","1968","%","52.32",""
"El Salvador","Share in Agricultural land","1967","%","52.33",""
"El Salvador","Share in Agricultural land","1966","%","52.31",""
"El Salvador","Share in Agricultural land","1965","%","52.32",""
"El Salvador","Share in Agricultural land","1964","%","52.26",""
"El Salvador","Share in Agricultural land","1963","%","52.16",""
"El Salvador","Share in Agricultural land","1962","%","51.76",""
"El Salvador","Share in Agricultural land","1961","%","51.76",""
"El Salvador","Share in Land area","2021","%","42.52",""
"El Salvador","Share in Land area","2020","%","42.52",""
"El Salvador","Share in Land area","2019","%","42.52",""
"El Salvador","Share in Land area","2018","%","42.52",""
"El Salvador","Share in Land area","2017","%","42.50",""
"El Salvador","Share in Land area","2016","%","42.43",""
"El Salvador","Share in Land area","2015","%","42.37",""
"El Salvador","Share in Land area","2014","%","42.31",""
"El Salvador","Share in Land area","2013","%","42.24",""
"El Salvador","Share in Land area","2012","%","42.18",""
"El Salvador","Share in Land area","2011","%","42.12",""
"El Salvador","Share in Land area","2010","%","42.06",""
"El Salvador","Share in Land area","2009","%","41.99",""
"El Salvador","Share in Land area","2008","%","41.93",""
"El Salvador","Share in Land area","2007","%","41.87",""
"El Salvador","Share in Land area","2006","%","40.44",""
"El Salvador","Share in Land area","2005","%","40.28",""
"El Salvador","Share in Land area","2004","%","43.03",""
"El Salvador","Share in Land area","2003","%","41.53",""
"El Salvador","Share in Land area","2002","%","41.71",""
"El Salvador","Share in Land area","2001","%","42.14",""
"El Salvador","Share in Land area","2000","%","42.33",""
"El Salvador","Share in Land area","1999","%","42.52",""
"El Salvador","Share in Land area","1998","%","41.02",""
"El Salvador","Share in Land area","1997","%","39.38",""
"El Salvador","Share in Land area","1996","%","39.38",""
"El Salvador","Share in Land area","1995","%","41.26",""
"El Salvador","Share in Land area","1994","%","41.22",""
"El Salvador","Share in Land area","1993","%","41.07",""
"El Salvador","Share in Land area","1992","%","41.07",""
"El Salvador","Share in Land area","1991","%","39.96",""
"El Salvador","Share in Land area","1990","%","39.09",""
"El Salvador","Share in Land area","1989","%","38.47",""
"El Salvador","Share in Land area","1988","%","38.47",""
"El Salvador","Share in Land area","1987","%","37.50",""
"El Salvador","Share in Land area","1986","%","37.50",""
"El Salvador","Share in Land area","1985","%","36.53",""
"El Salvador","Share in Land area","1984","%","35.57",""
"El Salvador","Share in Land area","1983","%","35.09",""
"El Salvador","Share in Land area","1982","%","35.28",""
"El Salvador","Share in Land area","1981","%","36.68",""
"El Salvador","Share in Land area","1980","%","38.61",""
"El Salvador","Share in Land area","1979","%","38.13",""
"El Salvador","Share in Land area","1978","%","35.71",""
"El Salvador","Share in Land area","1977","%","33.74",""
"El Salvador","Share in Land area","1976","%","33.30",""
"El Salvador","Share in Land area","1975","%","33.48",""
"El Salvador","Share in Land area","1974","%","33.00",""
"El Salvador","Share in Land area","1973","%","32.52",""
"El Salvador","Share in Land area","1972","%","32.18",""
"El Salvador","Share in Land area","1971","%","32.04",""
"El Salvador","Share in Land area","1970","%","29.98",""
"El Salvador","Share in Land area","1969","%","30.07",""
"El Salvador","Share in Land area","1968","%","30.17",""
"El Salvador","Share in Land area","1967","%","30.46",""
"El Salvador","Share in Land area","1966","%","30.70",""
"El Salvador","Share in Land area","1965","%","30.98",""
"El Salvador","Share in Land area","1964","%","31.18",""
"El Salvador","Share in Land area","1963","%","31.32",""
"El Salvador","Share in Land area","1962","%","31.08",""
"El Salvador","Share in Land area","1961","%","31.08",""
"El Salvador","Area per capita","2021","ha/cap","0.14",""
"El Salvador","Area per capita","2020","ha/cap","0.14",""
"El Salvador","Area per capita","2019","ha/cap","0.14",""
"El Salvador","Area per capita","2018","ha/cap","0.14",""
"El Salvador","Area per capita","2017","ha/cap","0.14",""
"El Salvador","Area per capita","2016","ha/cap","0.14",""
"El Salvador","Area per capita","2015","ha/cap","0.14",""
"El Salvador","Area per capita","2014","ha/cap","0.14",""
"El Salvador","Area per capita","2013","ha/cap","0.14",""
"El Salvador","Area per capita","2012","ha/cap","0.14",""
"El Salvador","Area per capita","2011","ha/cap","0.14",""
"El Salvador","Area per capita","2010","ha/cap","0.14",""
"El Salvador","Area per capita","2009","ha/cap","0.14",""
"El Salvador","Area per capita","2008","ha/cap","0.14",""
"El Salvador","Area per capita","2007","ha/cap","0.14",""
"El Salvador","Area per capita","2006","ha/cap","0.14",""
"El Salvador","Area per capita","2005","ha/cap","0.14",""
"El Salvador","Area per capita","2004","ha/cap","0.15",""
"El Salvador","Area per capita","2003","ha/cap","0.14",""
"El Salvador","Area per capita","2002","ha/cap","0.14",""
"El Salvador","Area per capita","2001","ha/cap","0.15",""
"El Salvador","Area per capita","2000","ha/cap","0.15",""
"El Salvador","Area per capita","1999","ha/cap","0.15",""
"El Salvador","Area per capita","1998","ha/cap","0.14",""
"El Salvador","Area per capita","1997","ha/cap","0.14",""
"El Salvador","Area per capita","1996","ha/cap","0.14",""
"El Salvador","Area per capita","1995","ha/cap","0.15",""
"El Salvador","Area per capita","1994","ha/cap","0.15",""
"El Salvador","Area per capita","1993","ha/cap","0.15",""
"El Salvador","Area per capita","1992","ha/cap","0.15",""
"El Salvador","Area per capita","1991","ha/cap","0.15",""
"El Salvador","Area per capita","1990","ha/cap","0.15",""
"El Salvador","Area per capita","1989","ha/cap","0.15",""
"El Salvador","Area per capita","1988","ha/cap","0.15",""
"El Salvador","Area per capita","1987","ha/cap","0.15",""
"El Salvador","Area per capita","1986","ha/cap","0.16",""
"El Salvador","Area per capita","1985","ha/cap","0.16",""
"El Salvador","Area per capita","1984","ha/cap","0.15",""
"El Salvador","Area per capita","1983","ha/cap","0.16",""
"El Salvador","Area per capita","1982","ha/cap","0.16",""
"El Salvador","Area per capita","1981","ha/cap","0.17",""
"El Salvador","Area per capita","1980","ha/cap","0.18",""
"El Salvador","Area per capita","1979","ha/cap","0.18",""
"El Salvador","Area per capita","1978","ha/cap","0.17",""
"El Salvador","Area per capita","1977","ha/cap","0.16",""
"El Salvador","Area per capita","1976","ha/cap","0.17",""
"El Salvador","Area per capita","1975","ha/cap","0.17",""
"El Salvador","Area per capita","1974","ha/cap","0.17",""
"El Salvador","Area per capita","1973","ha/cap","0.17",""
"El Salvador","Area per capita","1972","ha/cap","0.18",""
"El Salvador","Area per capita","1971","ha/cap","0.18",""
"El Salvador","Area per capita","1970","ha/cap","0.17",""
"El Salvador","Area per capita","1969","ha/cap","0.18",""
"El Salvador","Area per capita","1968","ha/cap","0.18",""
"El Salvador","Area per capita","1967","ha/cap","0.19",""
"El Salvador","Area per capita","1966","ha/cap","0.20",""
"El Salvador","Area per capita","1965","ha/cap","0.20",""
"El Salvador","Area per capita","1964","ha/cap","0.21",""
"El Salvador","Area per capita","1963","ha/cap","0.22",""
"El Salvador","Area per capita","1962","ha/cap","0.22",""
"El Salvador","Area per capita","1961","ha/cap","0.23",""
"Equatorial Guinea","Area","2021","1000 ha","100.00",""
"Equatorial Guinea","Area","2020","1000 ha","100.00",""
"Equatorial Guinea","Area","2019","1000 ha","100.00",""
"Equatorial Guinea","Area","2018","1000 ha","100.00",""
"Equatorial Guinea","Area","2017","1000 ha","100.00",""
"Equatorial Guinea","Area","2016","1000 ha","100.00",""
"Equatorial Guinea","Area","2015","1000 ha","100.00",""
"Equatorial Guinea","Area","2014","1000 ha","100.00",""
"Equatorial Guinea","Area","2013","1000 ha","100.00",""
"Equatorial Guinea","Area","2012","1000 ha","100.00",""
"Equatorial Guinea","Area","2011","1000 ha","100.00",""
"Equatorial Guinea","Area","2010","1000 ha","100.00",""
"Equatorial Guinea","Area","2009","1000 ha","100.00",""
"Equatorial Guinea","Area","2008","1000 ha","100.00",""
"Equatorial Guinea","Area","2007","1000 ha","100.00",""
"Equatorial Guinea","Area","2006","1000 ha","100.00",""
"Equatorial Guinea","Area","2005","1000 ha","100.00",""
"Equatorial Guinea","Area","2004","1000 ha","100.00",""
"Equatorial Guinea","Area","2003","1000 ha","100.00",""
"Equatorial Guinea","Area","2002","1000 ha","100.00",""
"Equatorial Guinea","Area","2001","1000 ha","100.00",""
"Equatorial Guinea","Area","2000","1000 ha","100.00",""
"Equatorial Guinea","Area","1999","1000 ha","100.00",""
"Equatorial Guinea","Area","1998","1000 ha","100.00",""
"Equatorial Guinea","Area","1997","1000 ha","102.00",""
"Equatorial Guinea","Area","1996","1000 ha","101.00",""
"Equatorial Guinea","Area","1995","1000 ha","100.00",""
"Equatorial Guinea","Area","1994","1000 ha","100.00",""
"Equatorial Guinea","Area","1993","1000 ha","100.00",""
"Equatorial Guinea","Area","1992","1000 ha","102.00",""
"Equatorial Guinea","Area","1991","1000 ha","101.00",""
"Equatorial Guinea","Area","1990","1000 ha","101.00",""
"Equatorial Guinea","Area","1989","1000 ha","105.00",""
"Equatorial Guinea","Area","1988","1000 ha","105.00",""
"Equatorial Guinea","Area","1987","1000 ha","105.00",""
"Equatorial Guinea","Area","1986","1000 ha","105.00",""
"Equatorial Guinea","Area","1985","1000 ha","105.00",""
"Equatorial Guinea","Area","1984","1000 ha","105.00",""
"Equatorial Guinea","Area","1983","1000 ha","111.00",""
"Equatorial Guinea","Area","1982","1000 ha","112.00",""
"Equatorial Guinea","Area","1981","1000 ha","114.00",""
"Equatorial Guinea","Area","1980","1000 ha","115.00",""
"Equatorial Guinea","Area","1979","1000 ha","117.00",""
"Equatorial Guinea","Area","1978","1000 ha","118.00",""
"Equatorial Guinea","Area","1977","1000 ha","120.00",""
"Equatorial Guinea","Area","1976","1000 ha","121.00",""
"Equatorial Guinea","Area","1975","1000 ha","123.00",""
"Equatorial Guinea","Area","1974","1000 ha","124.00",""
"Equatorial Guinea","Area","1973","1000 ha","126.00",""
"Equatorial Guinea","Area","1972","1000 ha","127.00",""
"Equatorial Guinea","Area","1971","1000 ha","129.00",""
"Equatorial Guinea","Area","1970","1000 ha","130.00",""
"Equatorial Guinea","Area","1969","1000 ha","132.00",""
"Equatorial Guinea","Area","1968","1000 ha","133.00",""
"Equatorial Guinea","Area","1967","1000 ha","135.00",""
"Equatorial Guinea","Area","1966","1000 ha","136.00",""
"Equatorial Guinea","Area","1965","1000 ha","138.00",""
"Equatorial Guinea","Area","1964","1000 ha","139.00",""
"Equatorial Guinea","Area","1963","1000 ha","141.00",""
"Equatorial Guinea","Area","1962","1000 ha","142.00",""
"Equatorial Guinea","Area","1961","1000 ha","144.00",""
"Equatorial Guinea","Share in Agricultural land","2021","%","95.31",""
"Equatorial Guinea","Share in Agricultural land","2020","%","95.31",""
"Equatorial Guinea","Share in Agricultural land","2019","%","95.42",""
"Equatorial Guinea","Share in Agricultural land","2018","%","95.54",""
"Equatorial Guinea","Share in Agricultural land","2017","%","95.66",""
"Equatorial Guinea","Share in Agricultural land","2016","%","95.78",""
"Equatorial Guinea","Share in Agricultural land","2015","%","95.90",""
"Equatorial Guinea","Share in Agricultural land","2014","%","96.02",""
"Equatorial Guinea","Share in Agricultural land","2013","%","96.14",""
"Equatorial Guinea","Share in Agricultural land","2012","%","96.26",""
"Equatorial Guinea","Share in Agricultural land","2011","%","96.38",""
"Equatorial Guinea","Share in Agricultural land","2010","%","96.50",""
"Equatorial Guinea","Share in Agricultural land","2009","%","96.62",""
"Equatorial Guinea","Share in Agricultural land","2008","%","96.74",""
"Equatorial Guinea","Share in Agricultural land","2007","%","96.86",""
"Equatorial Guinea","Share in Agricultural land","2006","%","96.98",""
"Equatorial Guinea","Share in Agricultural land","2005","%","97.11",""
"Equatorial Guinea","Share in Agricultural land","2004","%","97.23",""
"Equatorial Guinea","Share in Agricultural land","2003","%","97.23",""
"Equatorial Guinea","Share in Agricultural land","2002","%","97.23",""
"Equatorial Guinea","Share in Agricultural land","2001","%","97.23",""
"Equatorial Guinea","Share in Agricultural land","2000","%","97.23",""
"Equatorial Guinea","Share in Agricultural land","1999","%","97.23",""
"Equatorial Guinea","Share in Agricultural land","1998","%","97.23",""
"Equatorial Guinea","Share in Agricultural land","1997","%","97.28",""
"Equatorial Guinea","Share in Agricultural land","1996","%","97.26",""
"Equatorial Guinea","Share in Agricultural land","1995","%","97.23",""
"Equatorial Guinea","Share in Agricultural land","1994","%","97.23",""
"Equatorial Guinea","Share in Agricultural land","1993","%","97.23",""
"Equatorial Guinea","Share in Agricultural land","1992","%","97.28",""
"Equatorial Guinea","Share in Agricultural land","1991","%","97.26",""
"Equatorial Guinea","Share in Agricultural land","1990","%","97.26",""
"Equatorial Guinea","Share in Agricultural land","1989","%","97.36",""
"Equatorial Guinea","Share in Agricultural land","1988","%","97.36",""
"Equatorial Guinea","Share in Agricultural land","1987","%","97.36",""
"Equatorial Guinea","Share in Agricultural land","1986","%","97.36",""
"Equatorial Guinea","Share in Agricultural land","1985","%","97.36",""
"Equatorial Guinea","Share in Agricultural land","1984","%","97.36",""
"Equatorial Guinea","Share in Agricultural land","1983","%","97.50",""
"Equatorial Guinea","Share in Agricultural land","1982","%","97.52",""
"Equatorial Guinea","Share in Agricultural land","1981","%","97.56",""
"Equatorial Guinea","Share in Agricultural land","1980","%","97.58",""
"Equatorial Guinea","Share in Agricultural land","1979","%","97.62",""
"Equatorial Guinea","Share in Agricultural land","1978","%","97.64",""
"Equatorial Guinea","Share in Agricultural land","1977","%","97.68",""
"Equatorial Guinea","Share in Agricultural land","1976","%","97.70",""
"Equatorial Guinea","Share in Agricultural land","1975","%","97.74",""
"Equatorial Guinea","Share in Agricultural land","1974","%","97.75",""
"Equatorial Guinea","Share in Agricultural land","1973","%","97.79",""
"Equatorial Guinea","Share in Agricultural land","1972","%","97.81",""
"Equatorial Guinea","Share in Agricultural land","1971","%","97.84",""
"Equatorial Guinea","Share in Agricultural land","1970","%","97.85",""
"Equatorial Guinea","Share in Agricultural land","1969","%","97.89",""
"Equatorial Guinea","Share in Agricultural land","1968","%","97.90",""
"Equatorial Guinea","Share in Agricultural land","1967","%","97.93",""
"Equatorial Guinea","Share in Agricultural land","1966","%","97.95",""
"Equatorial Guinea","Share in Agricultural land","1965","%","97.98",""
"Equatorial Guinea","Share in Agricultural land","1964","%","97.99",""
"Equatorial Guinea","Share in Agricultural land","1963","%","98.02",""
"Equatorial Guinea","Share in Agricultural land","1962","%","98.03",""
"Equatorial Guinea","Share in Agricultural land","1961","%","98.06",""
"Equatorial Guinea","Share in Land area","2021","%","3.57",""
"Equatorial Guinea","Share in Land area","2020","%","3.57",""
"Equatorial Guinea","Share in Land area","2019","%","3.57",""
"Equatorial Guinea","Share in Land area","2018","%","3.57",""
"Equatorial Guinea","Share in Land area","2017","%","3.57",""
"Equatorial Guinea","Share in Land area","2016","%","3.57",""
"Equatorial Guinea","Share in Land area","2015","%","3.57",""
"Equatorial Guinea","Share in Land area","2014","%","3.57",""
"Equatorial Guinea","Share in Land area","2013","%","3.57",""
"Equatorial Guinea","Share in Land area","2012","%","3.57",""
"Equatorial Guinea","Share in Land area","2011","%","3.57",""
"Equatorial Guinea","Share in Land area","2010","%","3.57",""
"Equatorial Guinea","Share in Land area","2009","%","3.57",""
"Equatorial Guinea","Share in Land area","2008","%","3.57",""
"Equatorial Guinea","Share in Land area","2007","%","3.57",""
"Equatorial Guinea","Share in Land area","2006","%","3.57",""
"Equatorial Guinea","Share in Land area","2005","%","3.57",""
"Equatorial Guinea","Share in Land area","2004","%","3.57",""
"Equatorial Guinea","Share in Land area","2003","%","3.57",""
"Equatorial Guinea","Share in Land area","2002","%","3.57",""
