"Country or Area","Element","Year","Unit","Value","Value Footnotes"
"Denmark","Share in Agricultural land","2007","%","9.54",""
"Denmark","Share in Agricultural land","2006","%","9.67",""
"Denmark","Share in Agricultural land","2005","%","9.68",""
"Denmark","Share in Agricultural land","2004","%","7.71",""
"Denmark","Share in Agricultural land","2003","%","7.58",""
"Denmark","Share in Agricultural land","2002","%","7.65",""
"Denmark","Share in Agricultural land","2001","%","7.62",""
"Dominican Republic","Area","2018","1000 ha","298.08",""
"Dominican Republic","Area","2011","1000 ha","208.40",""
"Dominican Republic","Area","2010","1000 ha","207.50",""
"Dominican Republic","Area","2009","1000 ha","215.00",""
"Dominican Republic","Area","2008","1000 ha","212.20",""
"Dominican Republic","Area","2007","1000 ha","215.00",""
"Dominican Republic","Area","2006","1000 ha","222.20",""
"Dominican Republic","Area","2005","1000 ha","240.20",""
"Dominican Republic","Area","2004","1000 ha","216.20",""
"Dominican Republic","Area","2003","1000 ha","189.30",""
"Dominican Republic","Area","2002","1000 ha","199.22",""
"Dominican Republic","Area","2001","1000 ha","223.89",""
"Dominican Republic","Share in Agricultural land","2018","%","12.27",""
"Dominican Republic","Share in Agricultural land","2011","%","8.69",""
"Dominican Republic","Share in Agricultural land","2010","%","8.66",""
"Dominican Republic","Share in Agricultural land","2009","%","8.97",""
"Dominican Republic","Share in Agricultural land","2008","%","8.85",""
"Dominican Republic","Share in Agricultural land","2007","%","8.90",""
"Dominican Republic","Share in Agricultural land","2006","%","9.19",""
"Dominican Republic","Share in Agricultural land","2005","%","9.94",""
"Dominican Republic","Share in Agricultural land","2004","%","8.94",""
"Dominican Republic","Share in Agricultural land","2003","%","7.77",""
"Dominican Republic","Share in Agricultural land","2002","%","7.92",""
"Dominican Republic","Share in Agricultural land","2001","%","8.90",""
"Ecuador","Area","2021","1000 ha","1032.00",""
"Ecuador","Area","2020","1000 ha","1000.00",""
"Ecuador","Area","2019","1000 ha","930.00",""
"Ecuador","Area","2018","1000 ha","866.00",""
"Ecuador","Area","2017","1000 ha","966.00",""
"Ecuador","Area","2016","1000 ha","898.00",""
"Ecuador","Area","2015","1000 ha","907.00",""
"Ecuador","Area","2014","1000 ha","911.00",""
"Ecuador","Area","2013","1000 ha","945.00",""
"Ecuador","Area","2012","1000 ha","948.00",""
"Ecuador","Area","2011","1000 ha","938.00",""
"Ecuador","Area","2010","1000 ha","942.00",""
"Ecuador","Area","2009","1000 ha","952.00",""
"Ecuador","Area","2008","1000 ha","758.00",""
"Ecuador","Area","2007","1000 ha","797.00",""
"Ecuador","Area","2006","1000 ha","761.00",""
"Ecuador","Area","2005","1000 ha","752.00",""
"Ecuador","Area","2004","1000 ha","717.00",""
"Ecuador","Area","2003","1000 ha","672.00",""
"Ecuador","Area","2002","1000 ha","643.00",""
"Ecuador","Share in Agricultural land","2021","%","18.87",""
"Ecuador","Share in Agricultural land","2020","%","18.45",""
"Ecuador","Share in Agricultural land","2019","%","17.45",""
"Ecuador","Share in Agricultural land","2018","%","15.90",""
"Ecuador","Share in Agricultural land","2017","%","17.28",""
"Ecuador","Share in Agricultural land","2016","%","16.28",""
"Ecuador","Share in Agricultural land","2015","%","15.67",""
"Ecuador","Share in Agricultural land","2014","%","16.64",""
"Ecuador","Share in Agricultural land","2013","%","12.58",""
"Ecuador","Share in Agricultural land","2012","%","12.63",""
"Ecuador","Share in Agricultural land","2011","%","12.77",""
"Ecuador","Share in Agricultural land","2010","%","12.56",""
"Ecuador","Share in Agricultural land","2009","%","12.64",""
"Ecuador","Share in Agricultural land","2008","%","10.18",""
"Ecuador","Share in Agricultural land","2007","%","10.75",""
"Ecuador","Share in Agricultural land","2006","%","10.22",""
"Ecuador","Share in Agricultural land","2005","%","10.03",""
"Ecuador","Share in Agricultural land","2004","%","9.53",""
"Ecuador","Share in Agricultural land","2003","%","9.27",""
"Ecuador","Share in Agricultural land","2002","%","8.58",""
"El Salvador","Area","2021","1000 ha","24.04",""
"El Salvador","Area","2020","1000 ha","27.40",""
"El Salvador","Area","2019","1000 ha","25.40",""
"El Salvador","Area","2018","1000 ha","22.30",""
"El Salvador","Area","2016","1000 ha","22.70",""
"El Salvador","Area","2014","1000 ha","21.40",""
"El Salvador","Area","2013","1000 ha","20.50",""
"El Salvador","Area","2012","1000 ha","19.70",""
"El Salvador","Area","2011","1000 ha","15.80",""
"El Salvador","Area","2010","1000 ha","17.00",""
"El Salvador","Area","2009","1000 ha","31.50",""
"El Salvador","Area","2008","1000 ha","28.00",""
"El Salvador","Area","2007","1000 ha","25.00",""
"El Salvador","Area","2006","1000 ha","32.50",""
"El Salvador","Area","2005","1000 ha","30.10",""
"El Salvador","Area","2004","1000 ha","28.20",""
"El Salvador","Area","2003","1000 ha","28.50",""
"El Salvador","Share in Agricultural land","2021","%","2.01",""
"El Salvador","Share in Agricultural land","2020","%","2.29",""
"El Salvador","Share in Agricultural land","2019","%","2.12",""
"El Salvador","Share in Agricultural land","2018","%","1.87",""
"El Salvador","Share in Agricultural land","2016","%","1.87",""
"El Salvador","Share in Agricultural land","2014","%","1.76",""
"El Salvador","Share in Agricultural land","2013","%","1.68",""
"El Salvador","Share in Agricultural land","2012","%","1.61",""
"El Salvador","Share in Agricultural land","2011","%","1.29",""
"El Salvador","Share in Agricultural land","2010","%","1.38",""
"El Salvador","Share in Agricultural land","2009","%","2.55",""
"El Salvador","Share in Agricultural land","2008","%","2.26",""
"El Salvador","Share in Agricultural land","2007","%","2.01",""
"El Salvador","Share in Agricultural land","2006","%","2.67",""
"El Salvador","Share in Agricultural land","2005","%","2.47",""
"El Salvador","Share in Agricultural land","2004","%","2.20",""
"El Salvador","Share in Agricultural land","2003","%","2.27",""
"Estonia","Area","2016","1000 ha","2.00",""
"Estonia","Area","2013","1000 ha","0.30",""
"Estonia","Area","2010","1000 ha","0.30",""
"Estonia","Area","2005","1000 ha","0.60",""
"Estonia","Share in Agricultural land","2016","%","0.20",""
"Estonia","Share in Agricultural land","2013","%","0.03",""
"Estonia","Share in Agricultural land","2010","%","0.03",""
"Estonia","Share in Agricultural land","2005","%","0.07",""
"Eswatini","Area","2002","1000 ha","44.84",""
"Eswatini","Share in Agricultural land","2002","%","3.66",""
"Ethiopia","Area","2020","1000 ha","181.40",""
"Ethiopia","Area","2018","1000 ha","788.65",""
"Ethiopia","Area","2017","1000 ha","690.74",""
"Ethiopia","Area","2011","1000 ha","164.60",""
"Ethiopia","Area","2010","1000 ha","182.00",""
"Ethiopia","Area","2009","1000 ha","154.40",""
"Ethiopia","Area","2008","1000 ha","164.37",""
"Ethiopia","Area","2007","1000 ha","179.80",""
"Ethiopia","Area","2006","1000 ha","134.50",""
"Ethiopia","Area","2005","1000 ha","146.90",""
"Ethiopia","Area","2004","1000 ha","121.50",""
"Ethiopia","Area","2003","1000 ha","120.60",""
"Ethiopia","Area","2002","1000 ha","99.00",""
"Ethiopia","Area","2001","1000 ha","99.00",""
"Ethiopia","Share in Agricultural land","2020","%","0.47",""
"Ethiopia","Share in Agricultural land","2018","%","2.08",""
"Ethiopia","Share in Agricultural land","2017","%","1.84",""
"Ethiopia","Share in Agricultural land","2011","%","0.45",""
"Ethiopia","Share in Agricultural land","2010","%","0.51",""
"Ethiopia","Share in Agricultural land","2009","%","0.44",""
"Ethiopia","Share in Agricultural land","2008","%","0.48",""
"Ethiopia","Share in Agricultural land","2007","%","0.51",""
"Ethiopia","Share in Agricultural land","2006","%","0.39",""
"Ethiopia","Share in Agricultural land","2005","%","0.44",""
"Ethiopia","Share in Agricultural land","2004","%","0.37",""
"Ethiopia","Share in Agricultural land","2003","%","0.38",""
"Ethiopia","Share in Agricultural land","2002","%","0.32",""
"Ethiopia","Share in Agricultural land","2001","%","0.32",""
"Finland","Area","2016","1000 ha","8.00",""
"Finland","Area","2015","1000 ha","8.00",""
"Finland","Area","2014","1000 ha","9.00",""
"Finland","Area","2013","1000 ha","9.50",""
"Finland","Area","2010","1000 ha","15.02",""
"Finland","Share in Agricultural land","2016","%","0.35",""
"Finland","Share in Agricultural land","2015","%","0.35",""
"Finland","Share in Agricultural land","2014","%","0.40",""
"Finland","Share in Agricultural land","2013","%","0.42",""
"Finland","Share in Agricultural land","2010","%","0.66",""
"France","Area","2020","1000 ha","1826.00",""
"France","Area","2013","1000 ha","1423.60",""
"France","Area","2010","1000 ha","1583.60",""
"France","Area","2007","1000 ha","1511.70",""
"France","Area","2005","1000 ha","1696.40",""
"France","Share in Agricultural land","2020","%","6.39",""
"France","Share in Agricultural land","2013","%","4.95",""
"France","Share in Agricultural land","2010","%","5.47",""
"France","Share in Agricultural land","2007","%","5.18",""
"France","Share in Agricultural land","2005","%","5.77",""
"Georgia","Area","2008","1000 ha","101.00",""
"Georgia","Area","2007","1000 ha","105.00",""
"Georgia","Area","2006","1000 ha","100.00",""
"Georgia","Share in Agricultural land","2008","%","4.02",""
"Georgia","Share in Agricultural land","2007","%","4.17",""
"Georgia","Share in Agricultural land","2006","%","3.97",""
"Germany","Area","2020","1000 ha","506.50",""
"Germany","Area","2016","1000 ha","451.80",""
"Germany","Area","2013","1000 ha","365.60",""
"Germany","Area","2009","1000 ha","373.00",""
"Germany","Area","2006","1000 ha","234.60",""
"Germany","Share in Agricultural land","2020","%","3.05",""
"Germany","Share in Agricultural land","2016","%","2.71",""
"Germany","Share in Agricultural land","2013","%","2.19",""
"Germany","Share in Agricultural land","2009","%","2.21",""
"Germany","Share in Agricultural land","2006","%","1.38",""
"Ghana","Area","2014","1000 ha","36.00",""
"Ghana","Area","2013","1000 ha","28.00",""
"Ghana","Area","2012","1000 ha","30.00",""
"Ghana","Area","2011","1000 ha","30.00",""
"Ghana","Area","2010","1000 ha","30.00",""
"Ghana","Area","2009","1000 ha","30.00",""
"Ghana","Area","2007","1000 ha","11.00",""
"Ghana","Area","2006","1000 ha","18.00",""
"Ghana","Area","2005","1000 ha","11.00",""
"Ghana","Share in Agricultural land","2014","%","0.29",""
"Ghana","Share in Agricultural land","2013","%","0.22",""
"Ghana","Share in Agricultural land","2012","%","0.24",""
"Ghana","Share in Agricultural land","2011","%","0.24",""
"Ghana","Share in Agricultural land","2010","%","0.24",""
"Ghana","Share in Agricultural land","2009","%","0.24",""
"Ghana","Share in Agricultural land","2007","%","0.09",""
"Ghana","Share in Agricultural land","2006","%","0.15",""
"Ghana","Share in Agricultural land","2005","%","0.09",""
"Greece","Area","2020","1000 ha","960.00",""
"Greece","Area","2019","1000 ha","1185.33",""
"Greece","Area","2018","1000 ha","1227.87",""
"Greece","Area","2017","1000 ha","1237.11",""
"Greece","Area","2016","1000 ha","1208.00",""
"Greece","Area","2015","1000 ha","1234.00",""
"Greece","Area","2014","1000 ha","1255.00",""
"Greece","Area","2013","1000 ha","1373.00",""
"Greece","Area","2012","1000 ha","1377.00",""
"Greece","Area","2011","1000 ha","1380.00",""
"Greece","Area","2010","1000 ha","1372.00",""
"Greece","Area","2009","1000 ha","1378.00",""
"Greece","Area","2008","1000 ha","1426.00",""
"Greece","Area","2007","1000 ha","1448.00",""
"Greece","Area","2006","1000 ha","1466.00",""
"Greece","Area","2005","1000 ha","1330.00",""
"Greece","Area","2003","1000 ha","1311.00",""
"Greece","Share in Agricultural land","2020","%","16.36",""
"Greece","Share in Agricultural land","2019","%","20.20",""
"Greece","Share in Agricultural land","2018","%","20.66",""
"Greece","Share in Agricultural land","2017","%","20.44",""
"Greece","Share in Agricultural land","2016","%","19.69",""
"Greece","Share in Agricultural land","2015","%","19.91",""
"Greece","Share in Agricultural land","2014","%","20.24",""
"Greece","Share in Agricultural land","2013","%","19.19",""
"Greece","Share in Agricultural land","2012","%","18.91",""
"Greece","Share in Agricultural land","2011","%","18.66",""
"Greece","Share in Agricultural land","2010","%","18.32",""
"Greece","Share in Agricultural land","2009","%","18.23",""
"Greece","Share in Agricultural land","2008","%","18.62",""
"Greece","Share in Agricultural land","2007","%","18.68",""
"Greece","Share in Agricultural land","2006","%","18.64",""
"Greece","Share in Agricultural land","2005","%","16.61",""
"Greece","Share in Agricultural land","2003","%","15.89",""
"Grenada","Area","2008","1000 ha","0.20",""
"Grenada","Share in Agricultural land","2008","%","2.22",""
"Guadeloupe","Area","2007","1000 ha","3.07",""
"Guadeloupe","Area","2005","1000 ha","2.30",""
"Guadeloupe","Share in Agricultural land","2007","%","5.13",""
"Guadeloupe","Share in Agricultural land","2005","%","5.23",""
"Guatemala","Area","2003","1000 ha","312.10",""
"Guatemala","Share in Agricultural land","2003","%","6.31",""
"Guinea","Area","2017","1000 ha","94.90",""
"Guinea","Area","2012","1000 ha","94.90",""
"Guinea","Area","2007","1000 ha","94.90",""
"Guinea","Area","2002","1000 ha","94.90",""
"Guinea","Share in Agricultural land","2017","%","0.65",""
"Guinea","Share in Agricultural land","2012","%","0.66",""
"Guinea","Share in Agricultural land","2007","%","0.67",""
"Guinea","Share in Agricultural land","2002","%","0.67",""
"Guyana","Area","2003","1000 ha","127.50",""
"Guyana","Share in Agricultural land","2003","%","12.28",""
"Haiti","Area","2013","1000 ha","80.00",""
"Haiti","Area","2009","1000 ha","97.00",""
"Haiti","Share in Agricultural land","2013","%","3.87",""
"Haiti","Share in Agricultural land","2009","%","5.34",""
"Honduras","Area","2005","1000 ha","81.63",""
"Honduras","Share in Agricultural land","2005","%","2.59",""
"Hungary","Area","2021","1000 ha","110.51",""
"Hungary","Area","2020","1000 ha","111.85",""
"Hungary","Area","2019","1000 ha","101.10",""
"Hungary","Area","2018","1000 ha","96.85",""
"Hungary","Area","2017","1000 ha","101.40",""
"Hungary","Area","2016","1000 ha","97.70",""
"Hungary","Area","2015","1000 ha","124.30",""
"Hungary","Area","2014","1000 ha","99.32",""
"Hungary","Area","2013","1000 ha","118.80",""
"Hungary","Area","2012","1000 ha","124.80",""
"Hungary","Area","2011","1000 ha","101.10",""
"Hungary","Area","2010","1000 ha","44.90",""
"Hungary","Area","2009","1000 ha","106.76",""
"Hungary","Area","2008","1000 ha","80.04",""
"Hungary","Area","2007","1000 ha","120.89",""
"Hungary","Area","2006","1000 ha","77.92",""
"Hungary","Area","2005","1000 ha","75.10",""
"Hungary","Area","2004","1000 ha","119.92",""
"Hungary","Area","2003","1000 ha","149.00",""
"Hungary","Share in Agricultural land","2021","%","2.19",""
"Hungary","Share in Agricultural land","2020","%","2.27",""
"Hungary","Share in Agricultural land","2019","%","1.92",""
"Hungary","Share in Agricultural land","2018","%","1.83",""
"Hungary","Share in Agricultural land","2017","%","1.91",""
"Hungary","Share in Agricultural land","2016","%","1.85",""
"Hungary","Share in Agricultural land","2015","%","2.36",""
"Hungary","Share in Agricultural land","2014","%","1.89",""
"Hungary","Share in Agricultural land","2013","%","2.26",""
"Hungary","Share in Agricultural land","2012","%","2.34",""
"Hungary","Share in Agricultural land","2011","%","1.89",""
"Hungary","Share in Agricultural land","2010","%","0.84",""
"Hungary","Share in Agricultural land","2009","%","1.85",""
"Hungary","Share in Agricultural land","2008","%","1.38",""
"Hungary","Share in Agricultural land","2007","%","2.08",""
"Hungary","Share in Agricultural land","2006","%","1.34",""
"Hungary","Share in Agricultural land","2005","%","1.28",""
"Hungary","Share in Agricultural land","2004","%","2.05",""
"Hungary","Share in Agricultural land","2003","%","2.54",""
"Iceland","Area","2021","1000 ha","0.05",""
"Iceland","Area","2020","1000 ha","0.05",""
"Iceland","Area","2019","1000 ha","0.05",""
"Iceland","Area","2018","1000 ha","0.05",""
"Iceland","Share in Agricultural land","2021","%","0.00",""
"Iceland","Share in Agricultural land","2020","%","0.00",""
"Iceland","Share in Agricultural land","2019","%","0.00",""
"Iceland","Share in Agricultural land","2018","%","0.00",""
"India","Area","2021","1000 ha","75456.23",""
"India","Area","2020","1000 ha","75456.23",""
"India","Area","2019","1000 ha","71553.91",""
"India","Area","2018","1000 ha","69477.69",""
"India","Area","2017","1000 ha","68649.05",""
"India","Area","2016","1000 ha","67300.00",""
"India","Area","2015","1000 ha","68383.00",""
"India","Area","2014","1000 ha","68116.00",""
"India","Area","2013","1000 ha","66103.00",""
"India","Area","2012","1000 ha","65263.00",""
"India","Area","2011","1000 ha","63601.00",""
"India","Area","2010","1000 ha","61939.00",""
"India","Area","2009","1000 ha","63639.00",""
"India","Area","2008","1000 ha","62286.00",""
"India","Area","2007","1000 ha","62745.00",""
"India","Area","2006","1000 ha","60838.00",""
"India","Area","2005","1000 ha","59206.00",""
"India","Area","2004","1000 ha","57058.00",""
"India","Area","2003","1000 ha","55397.00",""
"India","Area","2002","1000 ha","56936.00",""
"India","Area","2001","1000 ha","58130.00",""
"India","Share in Agricultural land","2021","%","42.27",""
"India","Share in Agricultural land","2020","%","42.27",""
"India","Share in Agricultural land","2019","%","39.96",""
"India","Share in Agricultural land","2018","%","38.79",""
"India","Share in Agricultural land","2017","%","38.30",""
"India","Share in Agricultural land","2016","%","37.48",""
"India","Share in Agricultural land","2015","%","38.06",""
"India","Share in Agricultural land","2014","%","37.90",""
"India","Share in Agricultural land","2013","%","36.79",""
"India","Share in Agricultural land","2012","%","36.33",""
"India","Share in Agricultural land","2011","%","35.40",""
"India","Share in Agricultural land","2010","%","34.49",""
"India","Share in Agricultural land","2009","%","35.34",""
"India","Share in Agricultural land","2008","%","34.65",""
"India","Share in Agricultural land","2007","%","34.93",""
"India","Share in Agricultural land","2006","%","33.82",""
"India","Share in Agricultural land","2005","%","32.87",""
"India","Share in Agricultural land","2004","%","31.63",""
"India","Share in Agricultural land","2003","%","30.73",""
"India","Share in Agricultural land","2002","%","31.53",""
"India","Share in Agricultural land","2001","%","32.21",""
"Iran (Islamic Republic of)","Area","2020","1000 ha","7972.12",""
"Iran (Islamic Republic of)","Area","2019","1000 ha","7972.12",""
"Iran (Islamic Republic of)","Area","2018","1000 ha","7972.12",""
"Iran (Islamic Republic of)","Area","2016","1000 ha","7619.40",""
"Iran (Islamic Republic of)","Area","2015","1000 ha","7619.40",""
"Iran (Islamic Republic of)","Area","2014","1000 ha","7619.40",""
"Iran (Islamic Republic of)","Area","2013","1000 ha","7681.00",""
"Iran (Islamic Republic of)","Area","2012","1000 ha","7742.60",""
"Iran (Islamic Republic of)","Area","2011","1000 ha","7804.20",""
"Iran (Islamic Republic of)","Area","2010","1000 ha","7865.80",""
"Iran (Islamic Republic of)","Area","2009","1000 ha","7927.40",""
"Iran (Islamic Republic of)","Area","2008","1000 ha","8156.00",""
"Iran (Islamic Republic of)","Share in Agricultural land","2020","%","16.95",""
"Iran (Islamic Republic of)","Share in Agricultural land","2019","%","16.97",""
"Iran (Islamic Republic of)","Share in Agricultural land","2018","%","16.99",""
"Iran (Islamic Republic of)","Share in Agricultural land","2016","%","16.58",""
"Iran (Islamic Republic of)","Share in Agricultural land","2015","%","16.58",""
"Iran (Islamic Republic of)","Share in Agricultural land","2014","%","16.58",""
"Iran (Islamic Republic of)","Share in Agricultural land","2013","%","16.71",""
"Iran (Islamic Republic of)","Share in Agricultural land","2012","%","16.74",""
"Iran (Islamic Republic of)","Share in Agricultural land","2011","%","16.82",""
"Iran (Islamic Republic of)","Share in Agricultural land","2010","%","16.90",""
"Iran (Islamic Republic of)","Share in Agricultural land","2009","%","16.98",""
"Iran (Islamic Republic of)","Share in Agricultural land","2008","%","17.47",""
"Israel","Area","2021","1000 ha","201.40",""
"Israel","Area","2020","1000 ha","215.90",""
"Israel","Area","2019","1000 ha","214.50",""
"Israel","Area","2018","1000 ha","218.50",""
"Israel","Area","2017","1000 ha","239.60",""
"Israel","Area","2016","1000 ha","306.00",""
"Israel","Area","2015","1000 ha","206.80",""
"Israel","Area","2014","1000 ha","206.90",""
"Israel","Area","2013","1000 ha","165.90",""
"Israel","Area","2010","1000 ha","164.40",""
"Israel","Area","2009","1000 ha","148.30",""
"Israel","Area","2007","1000 ha","155.50",""
"Israel","Area","2006","1000 ha","181.50",""
"Israel","Area","2002","1000 ha","174.00",""
"Israel","Area","2001","1000 ha","177.00",""
"Israel","Share in Agricultural land","2021","%","31.30",""
"Israel","Share in Agricultural land","2020","%","33.40",""
"Israel","Share in Agricultural land","2019","%","33.60",""
"Israel","Share in Agricultural land","2018","%","34.07",""
"Israel","Share in Agricultural land","2017","%","37.20",""
"Israel","Share in Agricultural land","2016","%","55.43",""
"Israel","Share in Agricultural land","2015","%","38.73",""
"Israel","Share in Agricultural land","2014","%","38.48",""
"Israel","Share in Agricultural land","2013","%","31.89",""
"Israel","Share in Agricultural land","2010","%","32.59",""
"Israel","Share in Agricultural land","2009","%","28.38",""
"Israel","Share in Agricultural land","2007","%","30.01",""
"Israel","Share in Agricultural land","2006","%","35.67",""
"Israel","Share in Agricultural land","2002","%","30.91",""
"Israel","Share in Agricultural land","2001","%","31.55",""
"Italy","Area","2016","1000 ha","2553.00",""
"Italy","Area","2013","1000 ha","2601.00",""
"Italy","Area","2010","1000 ha","2411.00",""
"Italy","Area","2007","1000 ha","2666.00",""
"Italy","Area","2005","1000 ha","2613.00",""
"Italy","Area","2003","1000 ha","2733.00",""
"Italy","Area","2001","1000 ha","2471.00",""
"Italy","Share in Agricultural land","2016","%","19.93",""
"Italy","Share in Agricultural land","2013","%","19.08",""
"Italy","Share in Agricultural land","2010","%","16.83",""
"Italy","Share in Agricultural land","2007","%","18.83",""
"Italy","Share in Agricultural land","2005","%","17.73",""
"Italy","Share in Agricultural land","2003","%","18.33",""
"Italy","Share in Agricultural land","2001","%","15.94",""
"Jamaica","Area","2010","1000 ha","30.70",""
"Jamaica","Share in Agricultural land","2010","%","7.29",""
"Japan","Area","2014","1000 ha","1573.00",""
"Japan","Area","2013","1000 ha","1597.00",""
"Japan","Area","2012","1000 ha","1579.00",""
"Japan","Area","2011","1000 ha","1574.00",""
"Japan","Area","2010","1000 ha","1625.00",""
"Japan","Area","2009","1000 ha","1621.00",""
"Japan","Area","2008","1000 ha","1624.00",""
"Japan","Area","2007","1000 ha","1669.00",""
"Japan","Area","2006","1000 ha","1684.00",""
"Japan","Area","2005","1000 ha","1702.00",""
"Japan","Area","2004","1000 ha","1697.00",""
"Japan","Area","2003","1000 ha","1660.00",""
"Japan","Area","2002","1000 ha","1683.00",""
"Japan","Area","2001","1000 ha","1700.00",""
"Japan","Share in Agricultural land","2014","%","32.30",""
"Japan","Share in Agricultural land","2013","%","32.65",""
"Japan","Share in Agricultural land","2012","%","32.19",""
"Japan","Share in Agricultural land","2011","%","32.00",""
"Japan","Share in Agricultural land","2010","%","32.81",""
"Japan","Share in Agricultural land","2009","%","32.59",""
"Japan","Share in Agricultural land","2008","%","32.49",""
"Japan","Share in Agricultural land","2007","%","33.20",""
"Japan","Share in Agricultural land","2006","%","33.32",""
"Japan","Share in Agricultural land","2005","%","33.50",""
"Japan","Share in Agricultural land","2004","%","33.21",""
"Japan","Share in Agricultural land","2003","%","32.30",""
"Japan","Share in Agricultural land","2002","%","32.52",""
"Japan","Share in Agricultural land","2001","%","32.61",""
"Jordan","Area","2021","1000 ha","89.60",""
"Jordan","Area","2020","1000 ha","83.32",""
"Jordan","Area","2019","1000 ha","80.06",""
"Jordan","Area","2018","1000 ha","84.40",""
"Jordan","Area","2017","1000 ha","86.50",""
"Jordan","Area","2016","1000 ha","106.60",""
"Jordan","Area","2015","1000 ha","103.50",""
"Jordan","Area","2014","1000 ha","105.00",""
"Jordan","Area","2013","1000 ha","103.40",""
"Jordan","Area","2012","1000 ha","95.70",""
"Jordan","Area","2011","1000 ha","96.30",""
"Jordan","Area","2010","1000 ha","96.40",""
"Jordan","Area","2009","1000 ha","94.80",""
"Jordan","Area","2008","1000 ha","92.80",""
"Jordan","Area","2007","1000 ha","72.00",""
"Jordan","Area","2006","1000 ha","84.00",""
"Jordan","Area","2005","1000 ha","80.00",""
"Jordan","Area","2004","1000 ha","76.00",""
"Jordan","Area","2003","1000 ha","71.00",""
"Jordan","Area","2002","1000 ha","75.00",""
"Jordan","Area","2001","1000 ha","73.00",""
"Jordan","Share in Agricultural land","2021","%","8.76",""
"Jordan","Share in Agricultural land","2020","%","8.10",""
"Jordan","Share in Agricultural land","2019","%","7.72",""
"Jordan","Share in Agricultural land","2018","%","8.26",""
"Jordan","Share in Agricultural land","2017","%","8.59",""
"Jordan","Share in Agricultural land","2016","%","10.00",""
"Jordan","Share in Agricultural land","2015","%","9.80",""
"Jordan","Share in Agricultural land","2014","%","9.87",""
"Jordan","Share in Agricultural land","2013","%","9.79",""
"Jordan","Share in Agricultural land","2012","%","9.16",""
"Jordan","Share in Agricultural land","2011","%","9.61",""
"Jordan","Share in Agricultural land","2010","%","9.62",""
"Jordan","Share in Agricultural land","2009","%","9.25",""
"Jordan","Share in Agricultural land","2008","%","9.54",""
"Jordan","Share in Agricultural land","2007","%","7.47",""
"Jordan","Share in Agricultural land","2006","%","8.25",""
"Jordan","Share in Agricultural land","2005","%","7.90",""
"Jordan","Share in Agricultural land","2004","%","7.33",""
"Jordan","Share in Agricultural land","2003","%","7.06",""
"Jordan","Share in Agricultural land","2002","%","7.32",""
"Jordan","Share in Agricultural land","2001","%","7.14",""
"Kazakhstan","Area","2021","1000 ha","1826.00",""
"Kazakhstan","Area","2020","1000 ha","1809.90",""
"Kazakhstan","Area","2019","1000 ha","1779.40",""
"Kazakhstan","Area","2018","1000 ha","1766.50",""
"Kazakhstan","Area","2017","1000 ha","1775.40",""
"Kazakhstan","Area","2016","1000 ha","1750.10",""
"Kazakhstan","Area","2015","1000 ha","1722.20",""
"Kazakhstan","Area","2014","1000 ha","1701.90",""
"Kazakhstan","Area","2010","1000 ha","1265.00",""
"Kazakhstan","Share in Agricultural land","2021","%","0.85",""
"Kazakhstan","Share in Agricultural land","2020","%","0.85",""
"Kazakhstan","Share in Agricultural land","2019","%","0.83",""
"Kazakhstan","Share in Agricultural land","2018","%","0.82",""
"Kazakhstan","Share in Agricultural land","2017","%","0.82",""
"Kazakhstan","Share in Agricultural land","2016","%","0.81",""
"Kazakhstan","Share in Agricultural land","2015","%","0.80",""
"Kazakhstan","Share in Agricultural land","2014","%","0.79",""
"Kazakhstan","Share in Agricultural land","2010","%","0.58",""
"Kyrgyzstan","Area","2021","1000 ha","1004.30",""
"Kyrgyzstan","Area","2020","1000 ha","1004.30",""
"Kyrgyzstan","Area","2019","1000 ha","1004.20",""
"Kyrgyzstan","Area","2018","1000 ha","1003.90",""
"Kyrgyzstan","Area","2017","1000 ha","1003.80",""
"Kyrgyzstan","Area","2016","1000 ha","1003.60",""
"Kyrgyzstan","Area","2015","1000 ha","1003.20",""
"Kyrgyzstan","Area","2014","1000 ha","1003.10",""
"Kyrgyzstan","Area","2013","1000 ha","1002.90",""
"Kyrgyzstan","Area","2012","1000 ha","999.80",""
"Kyrgyzstan","Area","2011","1000 ha","999.60",""
"Kyrgyzstan","Area","2010","1000 ha","998.00",""
"Kyrgyzstan","Area","2009","1000 ha","997.50",""
"Kyrgyzstan","Area","2008","1000 ha","998.20",""
"Kyrgyzstan","Area","2007","1000 ha","999.20",""
"Kyrgyzstan","Area","2006","1000 ha","998.90",""
"Kyrgyzstan","Area","2005","1000 ha","1001.00",""
"Kyrgyzstan","Area","2004","1000 ha","1023.00",""
"Kyrgyzstan","Area","2003","1000 ha","1027.00",""
"Kyrgyzstan","Area","2002","1000 ha","1027.00",""
"Kyrgyzstan","Area","2001","1000 ha","1027.00",""
"Kyrgyzstan","Share in Agricultural land","2021","%","9.69",""
"Kyrgyzstan","Share in Agricultural land","2020","%","9.69",""
"Kyrgyzstan","Share in Agricultural land","2019","%","9.69",""
"Kyrgyzstan","Share in Agricultural land","2018","%","9.68",""
"Kyrgyzstan","Share in Agricultural land","2017","%","9.52",""
"Kyrgyzstan","Share in Agricultural land","2016","%","9.52",""
"Kyrgyzstan","Share in Agricultural land","2015","%","9.50",""
"Kyrgyzstan","Share in Agricultural land","2014","%","9.50",""
