"Country or Area","Year","Value","Value Footnotes","Unit"
"Mauritius","1999","15.0","","%"
"Mauritius","1998","10.0","","%"
"Mauritius","1997","10.0","","%"
"Mauritius","1996","10.0","","%"
"Mauritius","1995","10.0","","%"
"Mauritius","1990","10.0","","%"
"Mexico","2013","50.2","","%"
"Mexico","2012","47.5","","%"
"Mexico","2011","46.5","","%"
"Mexico","2010","44.8","","%"
"Mexico","2009","42.1","","%"
"Mexico","2008","40.2","","%"
"Mexico","2007","38.3","","%"
"Mexico","2006","36.1","","%"
"Mexico","2005","35.0","","%"
"Mexico","2004","31.5","","%"
"Mexico","2003","29.7","","%"
"Mexico","2002","27.7","","%"
"Mexico","2001","25.2","","%"
"Mexico","2000","22.9","","%"
"Mexico","1993","21.8","","%"
"Monaco","2021","100.0","","%"
"Monaco","2020","100.0","","%"
"Monaco","2019","100.0","","%"
"Monaco","2018","100.0","","%"
"Monaco","2017","100.0","","%"
"Monaco","2016","100.0","","%"
"Monaco","2015","100.0","","%"
"Monaco","2014","100.0","","%"
"Monaco","2013","100.0","","%"
"Monaco","2012","100.0","","%"
"Monaco","2011","100.0","","%"
"Monaco","2010","100.0","","%"
"Monaco","2009","100.0","","%"
"Monaco","2008","100.0","","%"
"Monaco","2007","100.0","","%"
"Monaco","2006","100.0","","%"
"Monaco","2005","100.0","","%"
"Monaco","2004","100.0","","%"
"Monaco","2003","100.0","","%"
"Monaco","2002","100.0","","%"
"Monaco","2001","100.0","","%"
"Monaco","2000","100.0","","%"
"Monaco","1999","100.0","","%"
"Monaco","1998","100.0","","%"
"Monaco","1997","100.0","","%"
"Monaco","1996","100.0","","%"
"Monaco","1995","100.0","","%"
"Monaco","1990","100.0","","%"
"Montenegro","2012","18.0","","%"
"Montenegro","2011","18.0","","%"
"Montenegro","2010","18.0","","%"
"Montenegro","2009","18.0","","%"
"Montenegro","2008","17.0","","%"
"Montenegro","2007","15.0","","%"
"Montenegro","2006","11.0","","%"
"Montenegro","2005","10.0","","%"
"Morocco","2019","79.0","","%"
"Morocco","2018","77.4","","%"
"Morocco","2017","76.0","","%"
"Morocco","2016","71.0","","%"
"Morocco","2015","60.0","","%"
"Morocco","2014","60.0","","%"
"Morocco","2013","55.0","","%"
"Morocco","2012","49.0","","%"
"Morocco","2011","48.0","","%"
"Morocco","2010","40.0","","%"
"Netherlands","2017","100.0","","%"
"Netherlands","2016","100.0","","%"
"Netherlands","2015","100.0","","%"
"Netherlands","2014","100.0","","%"
"Netherlands","2013","100.0","","%"
"Netherlands","2012","100.0","","%"
"Netherlands","2011","100.0","","%"
"Netherlands","2010","100.0","","%"
"Netherlands","2008","100.0","","%"
"Netherlands","2006","100.0","","%"
"Netherlands","2005","100.0","","%"
"Netherlands","2004","100.0","","%"
"Netherlands","2003","100.0","","%"
"Netherlands","2002","100.0","","%"
"Netherlands","2001","100.0","","%"
"Netherlands","2000","100.0","","%"
"Netherlands","1999","100.0","","%"
"Netherlands","1998","100.0","","%"
"Netherlands","1997","100.0","","%"
"Netherlands","1996","99.0","","%"
"Netherlands","1995","99.0","","%"
"Netherlands","1994","99.0","","%"
"Netherlands","1993","99.0","","%"
"Netherlands","1992","98.0","","%"
"Netherlands","1991","98.0","","%"
"Netherlands","1990","98.0","","%"
"New Zealand","2015","84.1","","%"
"New Zealand","2014","82.0","","%"
"New Zealand","2013","82.0","","%"
"New Zealand","2012","82.0","","%"
"New Zealand","2011","82.0","","%"
"New Zealand","2010","81.8","","%"
"New Zealand","2009","81.7","","%"
"New Zealand","2008","81.7","","%"
"New Zealand","2007","81.6","","%"
"New Zealand","2006","81.5","","%"
"New Zealand","2005","81.3","","%"
"New Zealand","2004","81.1","","%"
"New Zealand","2003","80.8","","%"
"New Zealand","2002","80.5","","%"
"New Zealand","2001","80.5","","%"
"New Zealand","2000","80.8","","%"
"New Zealand","1999","80.0","","%"
"New Zealand","1998","80.0","","%"
"New Zealand","1997","80.0","","%"
"New Zealand","1996","80.0","","%"
"New Zealand","1995","80.0","","%"
"New Zealand","1990","80.0","","%"
"Norway","2017","99.0","","%"
"Norway","2016","99.0","","%"
"Norway","2015","99.0","","%"
"Norway","2014","98.0","","%"
"Norway","2013","98.0","","%"
"Norway","2012","98.0","","%"
"Norway","2011","98.0","","%"
"Norway","2010","97.0","","%"
"Norway","2009","96.0","","%"
"Norway","2008","96.0","","%"
"Norway","2007","96.0","","%"
"Norway","2006","96.0","","%"
"Norway","2005","96.0","","%"
"Norway","2004","94.0","","%"
"Norway","2003","94.0","","%"
"Norway","2002","92.0","","%"
"Norway","2001","93.0","","%"
"Norway","2000","94.0","","%"
"Norway","1999","93.0","","%"
"Norway","1998","93.0","","%"
"Norway","1997","90.0","","%"
"Norway","1996","87.0","","%"
"Norway","1995","87.0","","%"
"Norway","1994","86.0","","%"
"Norway","1993","86.0","","%"
"Norway","1990","80.0","","%"
"Panama","2007","55.0","","%"
"Panama","2006","48.0","","%"
"Panama","2005","46.0","","%"
"Panama","2004","36.0","","%"
"Panama","2003","34.0","","%"
"Panama","2002","33.0","","%"
"Panama","2001","31.0","","%"
"Panama","2000","30.0","","%"
"Peru","2021","66.9","","%"
"Peru","2020","65.0","","%"
"Peru","2019","65.7","","%"
"Peru","2018","66.4","","%"
"Peru","2017","65.8","","%"
"Peru","2016","54.6","","%"
"Peru","2015","53.5","","%"
"Peru","2014","49.4","","%"
"Peru","2013","37.2","","%"
"Peru","2012","25.2","","%"
"Peru","2011","25.0","","%"
"Peru","2010","24.6","","%"
"Poland","2017","95.0","","%"
"Poland","2016","95.0","","%"
"Poland","2015","94.0","","%"
"Poland","2014","94.0","","%"
"Poland","2013","95.0","","%"
"Poland","2012","94.0","","%"
"Poland","2011","91.0","","%"
"Poland","2010","90.0","1","%"
"Poland","2009","89.0","1","%"
"Poland","2008","63.0","1","%"
"Poland","2007","88.0","1","%"
"Poland","2006","87.0","1","%"
"Poland","2005","86.0","1","%"
"Poland","2004","84.0","","%"
"Poland","2003","84.0","","%"
"Poland","2002","82.0","","%"
"Poland","2001","55.0","","%"
"Poland","2000","54.0","","%"
"Portugal","2017","85.0","","%"
"Portugal","2005","79.0","","%"
"Qatar","2019","100.0","","%"
"Qatar","2018","100.0","","%"
"Qatar","2017","100.0","","%"
"Qatar","2016","100.0","","%"
"Qatar","2015","100.0","","%"
"Qatar","2014","100.0","","%"
"Qatar","2013","100.0","","%"
"Qatar","2012","100.0","","%"
"Qatar","2011","100.0","","%"
"Qatar","2010","100.0","","%"
"Qatar","2009","100.0","","%"
"Qatar","2008","100.0","","%"
"Qatar","2007","100.0","","%"
"Qatar","2006","100.0","","%"
"Qatar","2005","100.0","","%"
"Qatar","2004","73.0","","%"
"Qatar","2003","100.0","","%"
"Qatar","2002","100.0","","%"
"Qatar","2001","100.0","","%"
"Qatar","2000","100.0","","%"
"Qatar","1999","100.0","","%"
"Qatar","1998","100.0","","%"
"Republic of Korea","2014","91.8","","%"
"Republic of Korea","2013","92.1","","%"
"Republic of Korea","2012","91.6","","%"
"Republic of Korea","2011","90.9","","%"
"Republic of Korea","2010","90.1","","%"
"Republic of Korea","2009","89.4","","%"
"Republic of Korea","2008","88.6","","%"
"Republic of Korea","2007","87.1","","%"
"Republic of Korea","2006","85.5","","%"
"Republic of Korea","2005","83.5","","%"
"Republic of Korea","2004","81.4","","%"
"Republic of Korea","2003","78.8","","%"
"Republic of Korea","2002","75.8","","%"
"Republic of Korea","2001","73.2","","%"
"Republic of Korea","2000","70.5","","%"
"Republic of Korea","1999","68.4","","%"
"Republic of Korea","1998","65.9","","%"
"Republic of Korea","1997","60.9","","%"
"Republic of Korea","1996","52.6","","%"
"Republic of Korea","1995","45.2","","%"
"Republic of Korea","1994","42.0","","%"
"Republic of Korea","1993","41.3","","%"
"Republic of Korea","1990","32.9","","%"
"Republic of Moldova","1999","53.0","","%"
"Réunion","2017","53.0","","%"
"Réunion","2015","50.0","","%"
"Réunion","2014","48.9","","%"
"Réunion","2004","35.9","","%"
"Réunion","2001","32.2","","%"
"Réunion","1998","0.0","","%"
"Romania","2017","52.0","","%"
"Romania","2016","50.0","","%"
"Romania","2015","48.0","","%"
"Romania","2014","47.0","","%"
"Romania","2013","46.0","","%"
"Romania","2012","45.0","","%"
"Romania","2011","42.0","","%"
"Romania","2010","34.0","","%"
"Romania","2009","32.0","","%"
"Romania","2008","32.0","","%"
"Romania","2007","32.0","","%"
"Romania","2006","31.0","","%"
"Romania","2005","29.0","","%"
"Romania","2004","28.0","","%"
"Saint Kitts and Nevis","2012","5.0","","%"
"Saint Kitts and Nevis","2011","5.0","","%"
"Saint Kitts and Nevis","2010","5.0","","%"
"Saint Kitts and Nevis","2009","5.0","","%"
"Saint Kitts and Nevis","2008","5.0","","%"
"Saint Kitts and Nevis","2007","5.0","","%"
"Saint Kitts and Nevis","2006","5.0","","%"
"Saint Kitts and Nevis","2005","5.0","","%"
"Saint Kitts and Nevis","2004","5.0","","%"
"Saint Kitts and Nevis","2003","5.0","","%"
"Saint Kitts and Nevis","2002","5.0","","%"
"Saint Kitts and Nevis","2001","5.0","","%"
"Samoa","2020","0.0","","%"
"Samoa","2019","0.0","","%"
"Saudi Arabia","2018","61.0","","%"
"Saudi Arabia","2017","61.4","","%"
"Saudi Arabia","2016","59.8","","%"
"Saudi Arabia","2015","60.1","","%"
"Saudi Arabia","2014","61.2","","%"
"Saudi Arabia","2013","56.9","","%"
"Saudi Arabia","2012","55.3","","%"
"Saudi Arabia","2011","51.3","","%"
"Saudi Arabia","2010","46.0","","%"
"Saudi Arabia","2009","45.0","","%"
"Saudi Arabia","2008","44.0","","%"
"Saudi Arabia","2007","44.0","","%"
"Saudi Arabia","2006","41.0","","%"
"Saudi Arabia","2005","38.0","","%"
"Saudi Arabia","2004","37.0","","%"
"Saudi Arabia","2003","35.0","","%"
"Saudi Arabia","2002","33.0","","%"
"Senegal","2017","4.4","","%"
"Serbia","2015","11.8","","%"
"Serbia","2014","11.3","","%"
"Serbia","2013","10.4","","%"
"Serbia","2012","9.9","","%"
"Serbia","2011","9.7","","%"
"Serbia","2010","9.4","","%"
"Serbia","2009","9.2","","%"
"Serbia","2008","8.0","","%"
"Serbia","2007","7.9","","%"
"Serbia","2006","8.5","","%"
"Serbia","2005","7.9","","%"
"Serbia","2004","7.2","","%"
"Serbia","2003","6.8","","%"
"Serbia","2002","6.3","","%"
"Serbia","2001","5.9","","%"
"Serbia","2000","5.6","","%"
"Singapore","2019","100.0","","%"
"Singapore","2018","100.0","","%"
"Singapore","2017","100.0","","%"
"Singapore","2016","100.0","","%"
"Singapore","2015","100.0","","%"
"Singapore","2014","100.0","","%"
"Singapore","2013","100.0","","%"
"Singapore","2012","100.0","","%"
"Singapore","2011","100.0","","%"
"Singapore","2010","100.0","","%"
"Singapore","2009","100.0","","%"
"Singapore","2008","100.0","","%"
"Singapore","2007","99.9","","%"
"Singapore","2006","99.9","","%"
"Singapore","2005","99.9","","%"
"Singapore","2004","99.9","","%"
"Singapore","2003","99.9","","%"
"Singapore","2002","99.0","","%"
"Singapore","2001","99.0","","%"
"Singapore","2000","99.0","","%"
"Singapore","1999","99.0","","%"
"Singapore","1998","99.0","","%"
"Singapore","1997","99.0","","%"
"Singapore","1996","99.0","","%"
"Singapore","1995","99.0","","%"
"Singapore","1990","97.5","","%"
"Slovenia","2017","96.0","","%"
"Slovenia","2016","92.0","","%"
"Slovenia","2015","92.0","","%"
"Slovenia","2014","90.0","","%"
"Slovenia","2013","90.0","","%"
"Slovenia","2012","89.0","","%"
"Slovenia","2011","90.0","","%"
"Slovenia","2010","87.0","","%"
"Slovenia","2009","89.0","","%"
"Slovenia","2008","88.0","","%"
"Slovenia","2007","88.0","","%"
"Slovenia","2006","86.0","","%"
"Slovenia","2005","85.0","","%"
"Slovenia","2004","84.0","","%"
"Slovenia","2003","75.0","","%"
"Slovenia","2002","73.0","","%"
"Slovenia","2001","72.0","","%"
"Slovenia","2000","71.0","","%"
"South Africa","2021","56.0","","%"
"South Africa","2020","57.0","","%"
"South Africa","2019","57.0","","%"
"South Africa","2018","58.0","","%"
"South Africa","2017","57.0","","%"
"South Africa","2016","58.0","","%"
"South Africa","2011","57.0","6","%"
"South Africa","2007","57.0","","%"
"South Africa","2006","55.0","","%"
"South Africa","2005","54.0","","%"
"South Africa","2004","52.0","","%"
"South Africa","2003","50.0","","%"
"South Africa","2002","50.0","","%"
"South Africa","2001","48.0","","%"
"South Africa","2000","46.0","","%"
"South Africa","1999","45.0","","%"
"South Africa","1998","43.0","","%"
"South Africa","1997","41.0","","%"
"South Africa","1996","39.0","","%"
"South Africa","1995","39.0","","%"
"Spain","2014","98.0","","%"
"Spain","2012","99.0","","%"
"Spain","2010","98.0","","%"
"Spain","2008","94.0","","%"
"Spain","2006","94.0","","%"
"State of Palestine","2021","25.0","","%"
"Sweden","2017","100.0","","%"
"Sweden","2016","100.0","","%"
"Sweden","2015","100.0","","%"
"Sweden","2014","100.0","","%"
"Sweden","2013","100.0","","%"
"Sweden","2012","100.0","","%"
"Sweden","2011","100.0","","%"
"Sweden","2010","100.0","","%"
"Sweden","2009","100.0","","%"
"Sweden","2008","100.0","","%"
"Sweden","2007","100.0","","%"
"Sweden","2006","100.0","","%"
"Sweden","2005","100.0","","%"
"Sweden","2004","100.0","1","%"
"Sweden","2003","100.0","1","%"
"Sweden","2002","99.0","1","%"
"Sweden","2001","99.0","1","%"
"Sweden","2000","99.0","1","%"
"Sweden","1999","99.0","","%"
"Sweden","1995","93.0","","%"
"Sweden","1992","95.0","","%"
"Sweden","1991","94.0","","%"
"Sweden","1990","86.0","","%"
"Switzerland","2013","100.0","1","%"
"Switzerland","2010","100.0","1","%"
"Switzerland","2005","99.0","1","%"
"Switzerland","2002","99.0","","%"
"Switzerland","2001","99.0","","%"
"Switzerland","2000","98.0","","%"
"Trinidad and Tobago","2016","25.2","","%"
"Trinidad and Tobago","2007","25.2","","%"
"Trinidad and Tobago","2006","25.2","","%"
"Trinidad and Tobago","2005","20.0","","%"
"Trinidad and Tobago","2004","30.0","","%"
"Trinidad and Tobago","2003","20.0","","%"
"Trinidad and Tobago","2002","20.0","","%"
"Trinidad and Tobago","2001","20.0","","%"
"Tunisia","2010","53.8","","%"
"Tunisia","2009","53.5","","%"
"Tunisia","2008","52.5","","%"
"Tunisia","2007","51.8","","%"
"Tunisia","2006","51.2","","%"
"Tunisia","2005","48.4","","%"
"Tunisia","2004","46.8","","%"
"Tunisia","2003","44.9","","%"
"Tunisia","2002","41.9","","%"
"Tunisia","2001","38.7","","%"
"Tunisia","2000","36.7","","%"
"Tunisia","1999","34.1","","%"
"Tunisia","1995","20.0","","%"
"Tunisia","1990","9.1","","%"
"Turkey","2016","71.0","","%"
"Turkey","2015","70.0","","%"
"Turkey","2014","64.0","","%"
"Turkey","2013","64.0","","%"
"Turkey","2012","58.0","","%"
"Turkey","2010","52.0","","%"
"Turkey","2009","50.0","","%"
"Turkey","2008","46.0","","%"
"Turkey","2007","46.0","","%"
"Turkey","2006","43.0","","%"
"Turkey","2005","42.0","","%"
"Turkey","2004","36.0","1","%"
"Turkey","2003","30.0","1","%"
"Turkey","2002","27.0","1","%"
"Turkey","2001","27.0","1","%"
"Turkey","2000","26.0","1","%"
"Turkey","1999","22.6","1","%"
"Turkey","1998","16.6","1","%"
"Turkey","1997","14.4","1","%"
"Turkey","1996","10.4","1","%"
"Turkey","1995","9.0","1","%"
"Turkey","1994","9.6","1","%"
"United Arab Emirates","2017","93.9","","%"
"United Arab Emirates","2007","78.3","","%"
"United Kingdom of Great Britain and Northern Ireland","2010","100.0","","%"
"United Kingdom of Great Britain and Northern Ireland","2009","97.0","","%"
"United Kingdom of Great Britain and Northern Ireland","2008","97.0","","%"
"United Kingdom of Great Britain and Northern Ireland","2005","100.0","1","%"
"United Kingdom of Great Britain and Northern Ireland","2004","100.0","1","%"
"United Kingdom of Great Britain and Northern Ireland","2003","100.0","1","%"
"United Kingdom of Great Britain and Northern Ireland","2002","100.0","1","%"
"United Kingdom of Great Britain and Northern Ireland","2001","100.0","1","%"
"United Kingdom of Great Britain and Northern Ireland","2000","98.0","1","%"
"United States of America","2012","75.5","","%"
"United States of America","2008","73.7","","%"
"United States of America","2004","74.9","","%"
"United States of America","2002","75.4","","%"
"United States of America","2000","75.4","1","%"
"United States of America","1996","71.8","","%"
"United States of America","1992","70.0","","%"
"Venezuela (Bolivarian Republic of)","2009","23.8","","%"
"Venezuela (Bolivarian Republic of)","2008","22.3","","%"
"Venezuela (Bolivarian Republic of)","2007","22.0","","%"
"Venezuela (Bolivarian Republic of)","2006","21.9","","%"
"Venezuela (Bolivarian Republic of)","2005","21.7","","%"
"Venezuela (Bolivarian Republic of)","2004","21.3","","%"
"Venezuela (Bolivarian Republic of)","2003","21.1","","%"
"Venezuela (Bolivarian Republic of)","2002","20.9","","%"
"Venezuela (Bolivarian Republic of)","2001","20.6","","%"
"Venezuela (Bolivarian Republic of)","2000","20.2","","%"
"Yemen","1999","3.3","","%"
"Zimbabwe","2017","69.0","","%"
"Zimbabwe","2016","67.9","","%"
"Zimbabwe","2015","75.9","","%"
"Zimbabwe","2014","77.0","","%"
"Zimbabwe","2013","72.4","","%"
"Zimbabwe","2012","67.2","","%"

"fnSeqID","Footnote"
"1","Estimate."
"2","It corresponds to the city of Santo Domingo and represents 350,063 inhabitants."
"3","Provisional value."
"4","No urban wastewater treatment plant."
"5","Revised data."
"6","Available data as of 31 March; end of the financial year for the Department of Water Affairs and Sanitation."
